subject_id,rpl_alpha,resting_alpha_power,resting_total_power,alpha_power_c3,alpha_power_c4,alpha_asymmetry,rpl_lower_beta,resting_lower_beta_power,rpl_upper_beta,resting_upper_beta_power,smr_strength,IAF_c3,alpha_peak_amp_c3,beta_peak_amp_c3,beta_center_freq_c3,aperiodic_exp_c3,IAF_c4,alpha_peak_amp_c4,beta_peak_amp_c4,beta_center_freq_c4,aperiodic_exp_c4,alpha_var_C3,alpha_cv_C3,alpha_var_C4,alpha_cv_C4,coherence_mu,coherence_beta,coherence_low_beta,coherence_upper_beta,pse_C3,pse_C4,pse_Cz,pse_avg,lzc_C3,lzc_C4,lzc_Cz,lzc_avg,theta_power,alpha_power,tar
S011,0.12360089036817332,1.552932846614797e-12,1.2564091099902549e-11,1.1046297636381084e-12,1.6490876635365791e-12,0.40071198050476653,0.06763669271848438,8.497935690111531e-13,0.053075718812577485,6.668481663540351e-13,3.135535376750255,,47.84710929536199,6.138515665567049,20.257941772795203,0.5000000000000001,,48.76600748212461,15.550449869083733,19.033502262255023,0.5000000000000001,3.465003124497641e-13,0.0034404373321909403,6.121668783199295e-13,0.006046380429537311,0.12805093097185058,0.12689424075172148,0.14082229769673185,0.11728710214008872,0.9998256319059307,0.999544991585846,0.9996525884999465,0.9996744039972411,0.013578550648002305,0.02579924623120438,0.012220695583202074,0.017199497487469587,1.5587548434156235e-12,9.133049300120743e-13,0.01544647501631911
S012,0.11488642667974606,1.0873180479238568e-12,9.46428642049101e-12,1.2528180024426902e-12,1.2898635676187741e-12,0.029141035327565845,0.08433820012792079,7.982008821993338e-13,0.08627984799294348,8.165771937216436e-13,2.928980330669731,,44.164465033563864,10.115190977408794,25.53833433397476,0.5000000000000177,,19.928770640591974,48.70916253342781,26.541804233021146,0.5000000000000001,5.539994943099338e-13,0.005465075530345767,4.0646707229946246e-13,0.004025557779964187,0.10645080535874679,0.14719931408304354,0.14109331321528346,0.1508601396888005,0.9995516927521728,0.9996688681870692,0.9998582893238716,0.9996929500877045,0.008147130388801382,0.04073565194400691,0.0027157101296004607,0.017199497487469583,2.332508656937089e-12,9.57501098214743e-13,0.023103866791115882
S013,0.09905190962397498,7.40879343506397e-12,7.479707825108615e-11,8.416382562244411e-12,8.196741224227355e-12,-0.026443447901019823,0.10197965269002332,7.627780062274262e-12,0.10389937164692158,7.771369431313475e-12,4.475835460872645,,17.752250964842656,54.79950380715234,21.14198593631916,0.5000000000000586,,51.28154612468167,26.70916631141384,21.430004292943664,0.5000000000000001,3.742670299643025e-12,0.034632434372307945,4.2975612610862494e-12,0.0392280578433157,0.11924854146231872,0.13795868103893272,0.1442189467898905,0.13529412501284166,0.9936328189459751,0.9906968690618789,0.995910848043474,0.9934135120171094,0.013578550648002305,0.012220695583202074,0.013578550648002305,0.013125932293068895,1.414998025434172e-11,7.132681357347645e-12,0.13207902644706138
S014,0.08853410934330595,1.4884818838137473e-11,1.6812524515742375e-10,9.170088656640013e-12,2.570558023993637e-11,1.0307611439510787,0.052320140838391135,8.796336505125448e-12,0.035666211065942574,5.996390479298015e-12,3.1419914098133006,,18.893494850957467,4.204845391138333,16.794730710948077,0.7085130725488737,,53.920129673122446,10.151374148344868,19.508618901816575,0.5000000000000001,3.76672769901596e-12,0.034590658510044094,1.2530498420412888e-11,0.09724242739327686,0.1427667625738948,0.13563698318831835,0.1480904507436353,0.1279056214770961,0.9910236221031454,0.962827716605195,0.990034483571062,0.9812952740931341,0.01240201752233989,0.0027560038938533086,0.017914025310046506,0.011024015575413234,3.3621766488472254e-11,1.4432557061944506e-11,0.29381294407562836
S015,0.1321552660696799,1.1927373840391138e-11,9.025273222258382e-11,1.2129587085446702e-11,1.6266478998822905e-11,0.29345880556136095,0.09541528233062774,8.611489926128379e-12,0.07559648945269692,6.822789719541638e-12,4.387904352608814,11.223025088200133,8.852412074952252,17.54996456427091,22.96633140087456,0.5145115587964261,10.867438938431377,12.303842982721937,25.163741148599915,21.36958939776161,0.5000000000000017,4.362576798600617e-12,0.03976975232473509,6.423519573992841e-12,0.0545563339790507,0.14181215661457008,0.17300914642837067,0.16428731005948327,0.17954273055860726,0.9929872192467596,0.9848146477364754,0.9922949237978108,0.9900322635936819,0.020367825972003456,0.0027157101296004607,0.0027157101296004607,0.008599748743734793,1.2325458174610219e-11,1.0983522822143441e-11,0.11105664932228157
S016,0.20975720660747793,6.485445506997258e-13,3.091882091628717e-12,6.364945749723819e-13,1.0058708991354898e-12,0.457633116801194,0.1494194119293518,4.619872038860571e-13,0.15635109116747717,4.834191387873315e-13,3.8286895407626815,,28.15441038387063,12.097082090535762,23.87265025224313,0.5000000000000397,11.938347484182732,4.987211073804417,44.27776136449016,23.44407086226199,1.2490508035444259,2.422828367428233e-13,0.0024143727128487567,3.7855567978974797e-13,0.0037623457112029835,0.2145274574105028,0.12608669939323217,0.1368366256725924,0.11789439465786924,0.9999791459402518,0.9995926106031513,0.9999948989706225,0.9998555518380084,0.0027157101296004607,0.0027157101296004607,0.019009970907203227,0.008147130388801382,3.300391407792657e-13,3.5021219390007147e-13,0.0032888733722012753
S017,0.09425119267444643,1.7566945989774188e-11,1.863843362752159e-10,3.2090536183961454e-11,1.2988015451532426e-11,-0.9045341198201235,0.10477588271745279,1.95285833579423e-11,0.11985907669689151,2.233985445671032e-11,1.2306504417204849,9.350932455772629,9.787043921799927e-09,31.74868839121655,29.999999632051093,1.5216411059119568,8.024999999999999,2.9759599200525952e-09,3.1308379317607704,23.097322264372462,1.9999998146910924,5.1200118108583183e-11,0.4088748930296061,2.7070134279414395e-12,0.0257612367852334,0.1296229235688239,0.12691581247343578,0.11211013092340565,0.13699866541599443,0.9907989725289053,0.9993120805551285,0.9969910189082221,0.9957006906640853,0.0027157101296004607,0.07739773869361313,0.021725681036803685,0.03394637662000576,1.5210145493208642e-11,1.0113654229270149e-11,0.13813132984887824
S018,0.12272851961461277,9.457098947169365e-13,7.70570603871551e-12,7.723948928489412e-13,1.4965661964791822e-12,0.6614326220359139,0.16484883801318204,1.2702766865534116e-12,0.1294423688380263,9.974448432208195e-13,2.4898612630918393,9.733684016299318,1.7466074747235144e-18,21.00820948538246,18.205786872378088,1.1714616229731225,,32.45021911291603,4.1130671137085235,19.66843889806647,0.570416288946374,4.936158330710667e-13,0.004902565986342203,5.459642331207472e-13,0.005383524572484745,0.12649188987137178,0.13481781657207226,0.16018597129553805,0.11698102435685023,0.9998585443564759,0.9996709175062118,0.9999564659947693,0.9998286426191524,0.0027157101296004607,0.07875559375841336,0.019009970907203227,0.03349375826507235,1.3498586383368288e-12,7.646959445734225e-13,0.01339614659363763
S019,0.14554466263035326,3.4178919582666383e-12,2.3483457905613634e-11,3.2573421657211673e-12,5.102755720642306e-12,0.44886915491828816,0.11749358179760111,2.759155582323738e-12,0.1544123415033001,3.6261357217999853e-12,6.32308556630673,12.072874390606469,13.656966024879605,69.14887043945092,23.796454171252325,0.5000000000000001,12.360488483391764,12.905016576353118,76.25043674302049,24.540504060286754,0.5000000000000001,2.008229570973632e-12,0.019468734405764264,2.6555334492428204e-12,0.025538505787860242,0.12051136021752852,0.13289268937410645,0.1229591893437162,0.13961008535713226,0.9973441896229372,0.9966549507678467,0.9989717837118279,0.9976569747008707,0.0027157101296004607,0.019009970907203227,0.0027157101296004607,0.008147130388801384,2.308539800030334e-12,2.626604662830933e-12,0.022494554970563452
S020,0.10433739564528295,3.718967904798199e-12,3.5643671972047466e-11,3.3717180881063426e-12,2.8774125206520323e-12,-0.15853097289191354,0.07278045455776337,2.5941626482334248e-12,0.047339115033764034,1.6873398877105058e-12,2.3942702914419414,,4.598664467440064,56.70914935210973,26.726795291803,0.9680792593515042,11.51604453878443,4.746364633106015e-16,26.928021811306447,29.99999999999796,1.506625169580411,3.606841406158257e-12,0.03480238233871033,2.2232272365471744e-12,0.021526170385812827,0.13807988309229602,0.15259913754796536,0.1604165667005204,0.14969012639728277,0.9987659049212345,0.9983733741492358,0.9972916635191279,0.9981436475298661,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,5.258476829974087e-12,3.4440849591633025e-12,0.050834002079964066
S021,0.16508210210530003,3.532130378896558e-10,2.139620427563696e-09,1.0510077550915403e-09,6.802294203808208e-12,-5.040244811429577,0.14742180844824387,3.154267128242448e-10,0.09032626727728793,1.9326392661206347e-10,7.250208871524585,,99.99999999760324,99.99999997545821,19.02815100766345,0.5000000000003044,8.338869973259156,23.631582341618238,53.107507124262206,17.438661230978912,0.5000000000000001,1.0862734226126765e-11,0.0926657881521758,8.4699180230611e-13,0.008369541552261819,0.1248287486407739,0.14727318494378572,0.1678211529390087,0.13402784823525418,0.9751194282690129,0.9992260773320337,0.9997725741723505,0.991372693257799,0.010862840518401843,0.020367825972003456,0.0027157101296004607,0.011315458873335252,1.1911149533090774e-11,5.8955745637936114e-12,0.11248014454008423
S022,0.09966560966287973,1.4728906926483835e-11,1.4778324214645915e-10,1.1880205565853205e-11,2.152663685139416e-11,0.5944174743142874,0.0802806831252821,1.1864139633986722e-11,0.06696295730172097,9.896002933763235e-12,5.328610556701555,,99.9999999956136,75.6179805260939,24.69643330888148,0.5000000000009447,,80.51105247928335,20.91002872805958,26.849733871477824,0.5000000000000001,6.1778284744607744e-12,0.05422449990716069,2.0398333587165107e-11,0.16352902169940386,0.14898700465785725,0.1431448781721109,0.14058110319035363,0.14424726745259114,0.9870383338447317,0.9798205875390922,0.9895302565297831,0.9854630593045357,0.012220695583202074,0.013578550648002305,0.0027157101296004607,0.009504985453601613,2.87412980913277e-11,1.5676419196420242e-11,0.24846289581737968
S023,0.17670841513693128,1.1544284819650079e-11,6.532957024544879e-11,1.0066450215577032e-11,1.623808078948399e-11,0.47815101604484767,0.1310710047332622,8.562812410863204e-12,0.0978476109377933,6.392342372109911e-12,4.632712917211613,,35.13627012180421,33.913119921429406,26.83926310056013,0.5000000000013027,,99.99999999999856,99.67704602313927,22.781461758524316,0.5000000000000001,6.427207654764376e-12,0.05936834078984642,3.724492744536658e-12,0.034706296940057786,0.13857928469562258,0.14703004511720316,0.15071947912367897,0.1434962297679469,0.997018633509464,0.9948395868749549,0.993666353479481,0.9951748579546332,0.005431420259200921,0.04616707220320783,0.0027157101296004607,0.018104734197336405,1.0680462341464818e-11,7.238973123508106e-12,0.09959497028346245
S024,0.16951913455902,1.6365619223664649e-12,9.654142741017105e-12,1.7045322676826005e-12,1.6645453692732963e-12,-0.023738708635697492,0.12680503187692377,1.2241938780190461e-12,0.23248112885173136,2.2444060025274046e-12,3.807686549399982,12.064296366308698,5.118481738260965,22.562989017158475,23.20909134663085,0.8871835939906433,11.876947811380221,8.262196566256469,99.99999999999999,25.20428960069768,1.6506886644146321,7.279926463765182e-13,0.007178961308070119,1.2561051838432175e-12,0.012267346923918334,0.12951486772417295,0.13286786007394338,0.12121093832332465,0.14118426500785444,0.9996571610299406,0.9990672557206964,0.9996715470465087,0.9994653212657152,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,1.073079571586314e-12,1.412598494444645e-12,0.01058132409106051
S025,0.16480138958012225,1.62696175623421e-11,9.8722575117804e-11,1.4009849812956123e-11,2.789614103191188e-11,0.688727724690029,0.06902376692264063,6.814204014934185e-12,0.06515217490432003,6.4319904810800394e-12,8.33749125732384,11.241935079478342,33.177246207588695,55.47310531835414,21.21828531926046,0.5000000000000001,8.935408457404113,54.107091109632755,45.590095449667885,21.60586443936635,0.5000000000000001,6.103072787691453e-12,0.05567613373808062,1.6218172345044752e-11,0.1285533107455461,0.15481101032921096,0.12363902156580014,0.11583449651059004,0.12913033486023384,0.9735596407209847,0.9733614908963008,0.9919322082666949,0.9796177799613268,0.0027157101296004607,0.0027157101296004607,0.010862840518401843,0.005431420259200921,1.3912648797347535e-11,1.302370868551224e-11,0.12309495909446214
S026,0.13926604431477546,1.40061090698895e-12,1.0057088315248082e-11,2.1231746946337546e-12,2.048320665252081e-12,-0.03589219627064111,0.19047273798776074,1.915601147590018e-12,0.17075490204200414,1.7172971300979708e-12,5.67326442986824,,53.51017497082625,99.99948301136378,22.187704255119204,0.5000000064131449,8.191843596422467,5.5529547397129183e-33,24.412884636556655,23.850702353902197,1.9999999999999998,7.628210601214457e-13,0.007499386200936645,1.1482774865176588e-12,0.011160905849624007,0.15027438969341333,0.17547989471258474,0.15600338978781783,0.189873891662367,0.9991970948465655,0.9972357309549782,0.9999998846582385,0.9988109034865941,0.03258852155520553,0.012220695583202074,0.0027157101296004607,0.015841642422669354,1.4442920897523618e-12,1.463062528306857e-12,0.014234658936590086
S027,0.06921346989432559,2.5500127949583234e-11,3.6842724383731324e-10,2.6137747878088407e-11,3.0261341936942174e-11,0.1464905059399335,0.03607989133433926,1.3292814922260375e-11,0.03323458461963884,1.2244526411491498e-11,5.590941819512501,11.43469910431036,19.940952847377417,11.71579405532189,23.373616843678132,0.5000000000000001,8.55135169257098,50.66198763515042,7.087272838557849,21.506471001411818,0.5000000000000001,3.6718598687229306e-11,0.2721522224164654,1.3899146636206177e-11,0.1134347535143654,0.16621770787659265,0.13148419139348907,0.11861974602379084,0.14018593865322979,0.9156589973282727,0.973496716832782,0.9846829871490594,0.9579462337700381,0.008147130388801382,0.0801134488232136,0.08282915895281406,0.05702991272160968,3.263656472462411e-11,2.3345492714261707e-11,0.26459470878460833
S028,0.11078704540524197,1.9756181254028524e-11,1.7832573458172345e-10,1.773571255695899e-11,1.1386950183763494e-11,-0.443112286441,0.07354131239921989,1.3114308555694894e-11,0.0449234311343045,8.011003856956315e-12,6.235828550576926,9.290438587930296,8.585220628388301,97.69540426392817,13.000000000000048,0.5000000000000001,8.931177618758124,6.5495093539709375,79.17299993296362,15.34556779296893,0.5000000000000001,9.619550469822794e-12,0.0844851707946003,5.785792297117082e-12,0.05258458174771883,0.1341150754470578,0.11499173866546498,0.10844956143454942,0.11891148383502309,0.9792949209823968,0.9870004288919473,0.9765284795980803,0.9809412764908081,0.0312306664904053,0.04345136207360737,0.0027157101296004607,0.025799246231204376,2.3669658856218055e-11,1.5426322184719843e-11,0.20506292159546471
S029,0.4549084866069779,1.1716389231084967e-11,2.575548616046691e-11,7.29872462900164e-12,1.408729982659916e-11,0.6575740454378334,0.12645550668879504,3.2569230524380918e-12,0.1378087363939636,3.5493310029861624e-12,10.030448390585484,11.61743526991289,50.13601412940207,58.133374326101844,22.78525831184271,0.5000000000000001,11.497468402284627,29.69116496668946,25.471669761324087,23.231113210681833,0.5000000000000001,2.3494947495030024e-12,0.02272952446474114,7.405023749534501e-12,0.06604455015776688,0.15628065143874492,0.1459416880841842,0.18009045165251755,0.12201673627297545,0.9964958643867227,0.9508883900839388,0.9867853770330886,0.9780565438345833,0.05567205765680945,0.013578550648002305,0.0027157101296004607,0.02398877281147074,1.7897466463166193e-12,6.688990130929821e-12,0.016775364019475898
S030,0.3672939047587247,2.3438445374928983e-12,6.3813869686527184e-12,1.6624915453493838e-12,1.7524125665097555e-12,0.052676039929249185,0.1023132532205962,6.529004608223784e-13,0.12748836276082595,8.135525767768052e-13,3.1110865143089086,11.851808800317208,8.727330337336369,12.30044369708312,23.315561927988465,1.5174661569750945,10.226109377671818,6.126865082608364,8.85722510188745,26.290149334736284,1.1674040717876522,6.174842337363395e-13,0.006124772527766985,1.010269172496284e-12,0.010017584772572585,0.166869306225927,0.17417144663735484,0.16778964671500213,0.1799693372242249,0.9997848072233175,0.9998624888330269,0.9993633599208798,0.9996702186590746,0.010862840518401843,0.0027157101296004607,0.0312306664904053,0.014936405712802534,7.015117010497339e-13,9.351547284254426e-13,0.006950122610275977
S031,0.169149204331428,4.4548285057900416e-12,2.6336680230912162e-11,3.4343953685624638e-12,4.103276834620327e-12,0.17794499306996414,0.09221968281920732,2.4287602974056074e-12,0.08907119335582513,2.3458395371981144e-12,8.128039455154195,,22.33520252388631,75.68934595615296,29.999999999999996,1.0213839332564332,,39.614294050339275,52.031789619843344,17.219792164597738,0.5000000001241781,2.18450485266179e-12,0.021048619750069945,2.154281647895395e-12,0.02082438668458696,0.16138727557503502,0.14828609322804778,0.12745607953580337,0.1630285875347544,0.9959408787411818,0.9930954666747895,0.9861737633944848,0.9917367029368188,0.052956347527208986,0.028514956360804835,0.023083536101603915,0.03485161332987258,4.2616471075543134e-12,3.5359898916355405e-12,0.04116102151546245
S032,0.07081436861030642,1.5826902937700127e-11,2.234984685776985e-10,6.026259958438116e-12,8.511178700749938e-12,0.3452538614738856,0.08820815546850894,1.971438766327529e-11,0.08099292948946399,1.8101795706516716e-11,5.311001913064587,9.494155317079375,13.373164849370037,62.255584799597216,21.519599720007673,0.5000000000000001,,6.6261360126027204,99.99630823667728,23.85365056220115,0.560627634394759,2.2999153410191602e-12,0.021941346436161253,2.788544094334991e-12,0.026181940214023158,0.10756912286394332,0.1200461424505762,0.12486338610354995,0.1158875635839543,0.9962052638591492,0.9978407931800602,0.9848464507622798,0.992964169267163,0.13985907167442374,0.0896184342768152,0.0027157101296004607,0.07739773869361313,2.2641495762009475e-11,1.2034083677888935e-11,0.20209471099086612
S033,0.2642189188262717,7.98753389720599e-12,3.0230741737528364e-11,9.456611372739364e-12,1.2704102537008255e-11,0.29521086265901886,0.20566809811953024,6.217499157900162e-12,0.10784664473427953,3.2602840642209778e-12,13.507053556080017,10.11962884691168,36.53566331281512,55.01012126761155,18.80651334814835,0.5000000000000001,10.43128461561161,31.197608153556004,58.8975596351615,18.67369097989521,0.5000000000001937,2.007013076318247e-11,0.15026184504915188,9.704909090599331e-12,0.08422367086587859,0.15918422344747613,0.13585543726472032,0.14416221905809695,0.12924879892340266,0.9039382623415647,0.9476305258800989,0.9879228638491259,0.9464972173569298,0.0027157101296004607,0.0027157101296004607,0.04616707220320783,0.017199497487469583,3.936243891574027e-12,1.7390701527704927e-11,0.03353113867068124
S034,0.0882812762735064,2.1002019771830304e-11,2.3789891422461346e-10,2.9431387813582275e-11,2.7954090985140095e-11,-0.051498160684460004,0.014268576426063237,3.3944788392913594e-12,0.012387623255165398,2.94700212222742e-12,7.497452327558371,8.8098894036156,45.235803970928536,12.158608472652116,19.49604000232594,0.5000000000000001,9.997718795185653,34.76803625898232,26.549243125024294,19.314534022519798,0.5000000000000001,1.9673530753662658e-11,0.15716200528323926,1.7770469566452663e-11,0.14382992004381823,0.13796926803898657,0.1457067154388639,0.14638506213321376,0.1449357765795252,0.9130491859658266,0.9065801462993711,0.9858170524194743,0.9351487948948907,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,0.0027157101296004607,1.6716399214978645e-11,1.78463636965631e-11,0.14184908800428406
S035,0.3891823170577019,5.352259206859247e-12,1.3752575521219525e-11,5.457671546321284e-12,9.155540295739168e-12,0.5173369507697281,0.1465402441718399,2.0153057748711773e-12,0.13709548499763596,1.885416011048207e-12,13.371568358144394,11.64781476890525,21.927225770862513,92.41840565393314,13.000000000000705,0.5000000000000006,11.28071669554854,32.75956757371269,99.99999999999999,17.299840349008203,0.5000000000000001,3.2774958975368433e-12,0.031556601220018576,7.593808055026322e-12,0.06957432491741945,0.14936251007689466,0.1449371499003491,0.1656234051702752,0.13034617640414453,0.9889077543947632,0.9682534959373391,0.9995608642106447,0.9855740381809156,0.08826057921201498,0.0027157101296004607,0.10862840518401844,0.0665348981752113,1.1158060450825015e-12,4.449011653885187e-12,0.010682782224689408
